X,CH1,CH2,Start,Increment,
0,-7.28e+00,-1.18e-01,
1,-7.20e+00,-1.22e-01,
2,-7.28e+00,-1.22e-01,
3,-7.20e+00,-1.18e-01,
4,-7.20e+00,-1.18e-01,
5,-7.28e+00,-1.20e-01,
6,-7.28e+00,-1.20e-01,
7,-7.20e+00,-1.18e-01,
8,-7.28e+00,-1.20e-01,
9,-7.20e+00,-1.18e-01,
10,-7.28e+00,-1.20e-01,
11,-7.20e+00,-1.18e-01,
12,-7.20e+00,-1.20e-01,
13,-7.36e+00,-1.16e-01,
14,-7.28e+00,-1.20e-01,
15,-7.20e+00,-1.16e-01,
16,-7.20e+00,-1.20e-01,
17,-7.28e+00,-1.16e-01,
18,-7.20e+00,-1.20e-01,
19,-7.36e+00,-1.18e-01,
20,-7.28e+00,-1.20e-01,
21,-7.20e+00,-1.18e-01,
22,-7.28e+00,-1.18e-01,
23,-7.20e+00,-1.22e-01,
24,-7.28e+00,-1.18e-01,
25,-7.20e+00,-1.22e-01,
26,-7.28e+00,-1.18e-01,
27,-7.20e+00,-1.22e-01,
28,-7.28e+00,-1.18e-01,
29,-7.20e+00,-1.22e-01,
30,-7.28e+00,-1.22e-01,
31,-7.20e+00,-1.18e-01,
32,-7.28e+00,-1.22e-01,
33,-7.20e+00,-1.18e-01,
34,-7.28e+00,-1.22e-01,
35,-7.20e+00,-1.18e-01,
36,-7.20e+00,-1.22e-01,
37,-7.28e+00,-1.18e-01,
38,-7.28e+00,-1.18e-01,
39,-7.20e+00,-1.20e-01,
40,-7.28e+00,-1.18e-01,
41,-7.20e+00,-1.20e-01,
42,-7.28e+00,-1.20e-01,
43,-7.20e+00,-1.18e-01,
44,-7.28e+00,-1.20e-01,
45,-7.20e+00,-1.16e-01,
46,-7.28e+00,-1.20e-01,
47,-7.20e+00,-1.16e-01,
48,-7.28e+00,-1.20e-01,
49,-7.20e+00,-1.16e-01,
50,-7.28e+00,-1.16e-01,
51,-7.20e+00,-1.20e-01,
52,-7.28e+00,-1.16e-01,
53,-7.20e+00,-1.20e-01,
54,-7.28e+00,-1.16e-01,
55,-7.20e+00,-1.20e-01,
56,-7.28e+00,-1.16e-01,
57,-7.20e+00,-1.20e-01,
58,-7.28e+00,-1.20e-01,
59,-7.20e+00,-1.16e-01,
60,-7.28e+00,-1.16e-01,
61,-7.20e+00,-1.20e-01,
62,-7.20e+00,-1.20e-01,
63,-7.36e+00,-1.16e-01,
64,-7.28e+00,-1.20e-01,
65,-7.20e+00,-1.16e-01,
66,-7.28e+00,-1.20e-01,
67,-7.20e+00,-1.18e-01,
68,-7.28e+00,-1.18e-01,
69,-7.20e+00,-1.22e-01,
70,-7.28e+00,-1.18e-01,
71,-7.20e+00,-1.22e-01,
72,-7.28e+00,-1.20e-01,
73,-7.20e+00,-1.18e-01,
74,-7.28e+00,-1.20e-01,
75,-7.20e+00,-1.18e-01,
76,-7.28e+00,-1.18e-01,
77,-7.20e+00,-1.20e-01,
78,-7.28e+00,-1.18e-01,
79,-7.20e+00,-1.20e-01,
80,-7.28e+00,-1.20e-01,
81,-7.20e+00,-1.16e-01,
82,-7.28e+00,-1.20e-01,
83,-7.20e+00,-1.16e-01,
84,-7.28e+00,-1.16e-01,
85,-7.20e+00,-1.20e-01,
86,-7.28e+00,-1.16e-01,
87,-7.20e+00,-1.20e-01,
88,-7.28e+00,-1.16e-01,
89,-7.20e+00,-1.20e-01,
90,-7.28e+00,-1.16e-01,
91,-7.20e+00,-1.20e-01,
92,-7.20e+00,-1.16e-01,
93,-7.28e+00,-1.20e-01,
94,-7.28e+00,-1.16e-01,
95,-7.20e+00,-1.20e-01,
96,-7.28e+00,-1.16e-01,
97,-7.20e+00,-1.20e-01,
98,-7.28e+00,-1.16e-01,
99,-7.20e+00,-1.20e-01,
100,-7.28e+00,-1.16e-01,
101,-7.20e+00,-1.20e-01,
102,-7.28e+00,-1.16e-01,
103,-7.20e+00,-1.20e-01,
104,-7.20e+00,-1.16e-01,
105,-7.36e+00,-1.20e-01,
106,-7.28e+00,-1.16e-01,
107,-7.20e+00,-1.20e-01,
108,-7.28e+00,-1.20e-01,
109,-7.20e+00,-1.16e-01,
110,-7.28e+00,-1.20e-01,
111,-7.20e+00,-1.16e-01,
112,-7.28e+00,-1.20e-01,
113,-7.20e+00,-1.16e-01,
114,-7.28e+00,-1.20e-01,
115,-7.20e+00,-1.16e-01,
116,-7.28e+00,-1.20e-01,
117,-7.20e+00,-1.16e-01,
118,-7.28e+00,-1.16e-01,
119,-7.20e+00,-1.20e-01,
120,-7.28e+00,-1.16e-01,
121,-7.20e+00,-1.20e-01,
122,-7.28e+00,-1.20e-01,
123,-7.20e+00,-1.16e-01,
124,-7.20e+00,-1.16e-01,
125,-7.28e+00,-1.20e-01,
126,-7.28e+00,-1.20e-01,
127,-7.20e+00,-1.16e-01,
128,-7.28e+00,-1.20e-01,
129,-7.20e+00,-1.16e-01,
130,-7.20e+00,-1.16e-01,
131,-7.28e+00,-1.20e-01,
132,-7.28e+00,-1.16e-01,
133,-7.20e+00,-1.20e-01,
134,-7.28e+00,-1.16e-01,
135,-7.20e+00,-1.20e-01,
136,-7.28e+00,-1.16e-01,
137,-7.20e+00,-1.20e-01,
138,-7.28e+00,-1.20e-01,
139,-7.20e+00,-1.16e-01,
140,-7.28e+00,-1.16e-01,
141,-7.20e+00,-1.20e-01,
142,-7.28e+00,-1.20e-01,
143,-7.20e+00,-1.16e-01,
144,-7.20e+00,-1.16e-01,
145,-7.36e+00,-1.20e-01,
146,-7.28e+00,-1.16e-01,
147,-7.20e+00,-1.20e-01,
148,-7.28e+00,-1.16e-01,
149,-7.20e+00,-1.20e-01,
150,-7.28e+00,-1.16e-01,
151,-7.20e+00,-1.20e-01,
152,-7.20e+00,-1.16e-01,
153,-7.28e+00,-1.20e-01,
154,-7.28e+00,-1.16e-01,
155,-7.20e+00,-1.20e-01,
156,-7.28e+00,-1.16e-01,
157,-7.20e+00,-1.20e-01,
158,-7.20e+00,-1.16e-01,
159,-7.36e+00,-1.20e-01,
160,-7.28e+00,-1.20e-01,
161,-7.20e+00,-1.16e-01,
162,-7.28e+00,-1.16e-01,
163,-7.20e+00,-1.18e-01,
164,-7.20e+00,-1.16e-01,
165,-7.36e+00,-1.18e-01,
166,-7.20e+00,-1.16e-01,
167,-7.28e+00,-1.18e-01,
168,-7.28e+00,-1.18e-01,
169,-7.20e+00,-1.12e-01,
170,-7.28e+00,-1.18e-01,
171,-7.20e+00,-1.12e-01,
172,-7.20e+00,-1.12e-01,
173,-7.36e+00,-1.18e-01,
174,-7.28e+00,-1.18e-01,
175,-7.20e+00,-1.12e-01,
176,-7.28e+00,-1.12e-01,
177,-7.20e+00,-1.18e-01,
178,-7.28e+00,-1.18e-01,
179,-7.20e+00,-1.12e-01,
180,-7.20e+00,-1.12e-01,
181,-7.28e+00,-1.18e-01,
182,-7.28e+00,-1.16e-01,
183,-7.20e+00,-1.18e-01,
184,-7.20e+00,-1.18e-01,
185,-7.28e+00,-1.14e-01,
186,-7.28e+00,-1.16e-01,
187,-7.20e+00,-1.18e-01,
188,-7.28e+00,-1.16e-01,
189,-7.20e+00,-1.18e-01,
190,-7.20e+00,-1.18e-01,
191,-7.28e+00,-1.14e-01,
192,-7.28e+00,-1.18e-01,
193,-7.20e+00,-1.12e-01,
194,-7.28e+00,-1.18e-01,
195,-7.20e+00,-1.12e-01,
196,-7.28e+00,-1.12e-01,
197,-7.20e+00,-1.18e-01,
198,-7.20e+00,-1.12e-01,
199,-7.28e+00,-1.18e-01,
200,-7.28e+00,-1.12e-01,
201,-7.20e+00,-1.18e-01,
202,-7.28e+00,-1.12e-01,
203,-7.20e+00,-1.18e-01,
204,-7.28e+00,-1.12e-01,
205,-7.20e+00,-1.16e-01,
206,-7.20e+00,-1.12e-01,
207,-7.28e+00,-1.16e-01,
208,-7.28e+00,-1.14e-01,
209,-7.20e+00,-1.12e-01,
210,-7.28e+00,-1.14e-01,
211,-7.20e+00,-1.10e-01,
212,-7.28e+00,-1.14e-01,
213,-7.20e+00,-1.10e-01,
214,-7.28e+00,-1.14e-01,
215,-7.20e+00,-1.10e-01,
216,-7.28e+00,-1.14e-01,
217,-7.20e+00,-1.10e-01,
218,-7.20e+00,-1.10e-01,
219,-7.28e+00,-1.14e-01,
220,-7.20e+00,-1.14e-01,
221,-7.28e+00,-1.10e-01,
222,-7.28e+00,-1.14e-01,
223,-7.20e+00,-1.10e-01,
224,-7.28e+00,-1.14e-01,
225,-7.20e+00,-1.10e-01,
226,-7.20e+00,-1.10e-01,
227,-7.28e+00,-1.14e-01,
228,-7.28e+00,-1.10e-01,
229,-7.20e+00,-1.14e-01,
230,-7.20e+00,-1.10e-01,
231,-7.28e+00,-1.14e-01,
232,-7.20e+00,-1.10e-01,
233,-7.28e+00,-1.14e-01,
234,-7.28e+00,-1.10e-01,
235,-7.20e+00,-1.14e-01,
236,-7.28e+00,-1.10e-01,
237,-7.20e+00,-1.14e-01,
238,-7.28e+00,-1.14e-01,
239,-7.20e+00,-1.10e-01,
240,-7.28e+00,-1.10e-01,
241,-7.20e+00,-1.12e-01,
242,-7.28e+00,-1.12e-01,
243,-7.20e+00,-1.08e-01,
244,-7.20e+00,-1.12e-01,
245,-7.28e+00,-1.08e-01,
246,-7.20e+00,-1.08e-01,
247,-7.28e+00,-1.12e-01,
248,-7.20e+00,-1.08e-01,
249,-7.28e+00,-1.12e-01,
250,-7.20e+00,-1.12e-01,
251,-7.28e+00,-1.08e-01,
252,-7.28e+00,-1.08e-01,
253,-7.20e+00,-1.10e-01,
254,-7.28e+00,-1.10e-01,
255,-7.20e+00,-1.08e-01,
256,-7.28e+00,-1.08e-01,
257,-7.20e+00,-1.10e-01,
258,-7.28e+00,-1.08e-01,
259,-7.20e+00,-1.10e-01,
260,-7.28e+00,-1.10e-01,
261,-7.12e+00,-1.04e-01,
262,-7.28e+00,-1.10e-01,
263,-7.12e+00,-1.04e-01,
264,-7.28e+00,-1.10e-01,
265,-7.12e+00,-1.04e-01,
266,-7.28e+00,-1.04e-01,
267,-7.12e+00,-1.10e-01,
268,-7.28e+00,-1.10e-01,
269,-7.12e+00,-1.04e-01,
270,-7.28e+00,-1.10e-01,
271,-7.12e+00,-1.04e-01,
272,-7.28e+00,-1.10e-01,
273,-7.12e+00,-1.04e-01,
274,-7.12e+00,-1.06e-01,
275,-7.28e+00,-1.04e-01,
276,-7.28e+00,-1.06e-01,
277,-7.12e+00,-1.02e-01,
278,-7.28e+00,-1.02e-01,
279,-7.12e+00,-1.06e-01,
280,-7.28e+00,-1.06e-01,
281,-7.12e+00,-1.02e-01,
282,-7.28e+00,-1.04e-01,
283,-7.12e+00,-1.00e-01,
284,-7.28e+00,-1.04e-01,
285,-7.12e+00,-1.00e-01,
286,-7.28e+00,-1.00e-01,
287,-7.12e+00,-1.04e-01,
288,-7.28e+00,-1.00e-01,
289,-7.20e+00,-1.04e-01,
290,-7.28e+00,-1.02e-01,
291,-7.20e+00,-1.00e-01,
292,-7.20e+00,-9.80e-02,
293,-7.28e+00,-1.02e-01,
294,-7.28e+00,-9.80e-02,
295,-7.20e+00,-1.02e-01,
296,-7.28e+00,-9.80e-02,
297,-7.20e+00,-1.02e-01,
298,-7.28e+00,-9.80e-02,
299,-7.12e+00,-1.02e-01,
300,-7.28e+00,-1.02e-01,
301,-7.12e+00,-9.80e-02,
302,-7.28e+00,-9.80e-02,
303,-7.12e+00,-1.02e-01,
304,-7.12e+00,-1.02e-01,
305,-7.28e+00,-9.80e-02,
306,-7.28e+00,-9.80e-02,
307,-7.12e+00,-1.02e-01,
308,-7.12e+00,-1.02e-01,
309,-7.28e+00,-9.80e-02,
310,-7.12e+00,-9.80e-02,
311,-7.20e+00,-1.02e-01,
312,-7.20e+00,-9.80e-02,
313,-7.12e+00,-1.00e-01,
314,-7.12e+00,-9.80e-02,
315,-7.20e+00,-1.00e-01,
316,-7.12e+00,-1.00e-01,
317,-7.20e+00,-9.40e-02,
318,-7.20e+00,-1.00e-01,
319,-7.12e+00,-9.40e-02,
320,-7.20e+00,-9.40e-02,
321,-7.12e+00,-1.00e-01,
322,-7.12e+00,-9.40e-02,
323,-7.20e+00,-9.80e-02,
324,-7.12e+00,-9.60e-02,
325,-7.20e+00,-9.40e-02,
326,-7.12e+00,-9.60e-02,
327,-7.20e+00,-9.20e-02,
328,-7.20e+00,-9.60e-02,
329,-7.12e+00,-9.20e-02,
330,-7.20e+00,-9.60e-02,
331,-7.12e+00,-9.20e-02,
332,-7.20e+00,-9.60e-02,
333,-7.12e+00,-9.20e-02,
334,-7.20e+00,-9.20e-02,
335,-7.12e+00,-9.40e-02,
336,-7.20e+00,-9.20e-02,
337,-7.12e+00,-9.40e-02,
338,-7.20e+00,-9.40e-02,
339,-7.12e+00,-9.00e-02,
340,-7.12e+00,-9.00e-02,
341,-7.20e+00,-9.40e-02,
342,-7.20e+00,-9.00e-02,
343,-7.04e+00,-9.40e-02,
344,-7.20e+00,-9.00e-02,
345,-7.04e+00,-9.40e-02,
346,-7.20e+00,-9.40e-02,
347,-7.04e+00,-9.00e-02,
348,-7.20e+00,-9.40e-02,
349,-7.04e+00,-9.00e-02,
350,-7.20e+00,-9.00e-02,
351,-7.04e+00,-9.20e-02,
352,-7.04e+00,-9.20e-02,
353,-7.20e+00,-8.60e-02,
354,-7.04e+00,-9.20e-02,
355,-7.20e+00,-8.60e-02,
356,-7.04e+00,-9.20e-02,
357,-7.20e+00,-8.60e-02,
358,-7.20e+00,-9.00e-02,
359,-7.04e+00,-8.60e-02,
360,-7.04e+00,-8.80e-02,
361,-7.20e+00,-8.40e-02,
362,-7.20e+00,-8.80e-02,
363,-7.04e+00,-8.40e-02,
364,-7.20e+00,-8.80e-02,
365,-7.12e+00,-8.40e-02,
366,-7.20e+00,-8.40e-02,
367,-7.12e+00,-8.60e-02,
368,-7.20e+00,-8.60e-02,
369,-7.12e+00,-8.20e-02,
370,-7.20e+00,-8.20e-02,
371,-7.04e+00,-8.60e-02,
372,-7.04e+00,-8.60e-02,
373,-7.20e+00,-8.20e-02,
374,-7.04e+00,-8.20e-02,
375,-7.20e+00,-8.40e-02,
376,-7.12e+00,-8.40e-02,
377,-7.04e+00,-8.00e-02,
378,-7.12e+00,-8.40e-02,
379,-7.04e+00,-7.80e-02,
380,-7.12e+00,-8.40e-02,
381,-7.04e+00,-7.80e-02,
382,-7.12e+00,-8.40e-02,
383,-7.04e+00,-7.80e-02,
384,-7.12e+00,-8.40e-02,
385,-7.04e+00,-7.80e-02,
386,-7.04e+00,-8.00e-02,
387,-7.12e+00,-7.60e-02,
388,-7.12e+00,-7.60e-02,
389,-7.04e+00,-8.00e-02,
390,-7.12e+00,-8.00e-02,
391,-6.96e+00,-7.60e-02,
392,-7.12e+00,-7.80e-02,
393,-6.96e+00,-7.40e-02,
394,-7.12e+00,-7.40e-02,
395,-6.96e+00,-7.80e-02,
396,-7.12e+00,-7.80e-02,
397,-6.96e+00,-7.40e-02,
398,-7.12e+00,-7.60e-02,
399,-6.96e+00,-7.20e-02,
400,-7.12e+00,-7.20e-02,
401,-6.96e+00,-7.60e-02,
402,-7.12e+00,-7.40e-02,
403,-6.96e+00,-6.80e-02,
404,-6.96e+00,-7.20e-02,
405,-7.12e+00,-6.80e-02,
406,-6.96e+00,-7.00e-02,
407,-7.12e+00,-6.60e-02,
408,-6.96e+00,-7.00e-02,
409,-7.04e+00,-6.60e-02,
410,-7.04e+00,-6.80e-02,
411,-6.96e+00,-6.40e-02,
412,-6.96e+00,-6.40e-02,
413,-7.04e+00,-6.80e-02,
414,-7.04e+00,-6.60e-02,
415,-6.96e+00,-6.00e-02,
416,-7.04e+00,-6.00e-02,
417,-6.96e+00,-6.60e-02,
418,-7.04e+00,-6.20e-02,
419,-6.88e+00,-5.80e-02,
420,-7.04e+00,-6.20e-02,
421,-6.88e+00,-5.80e-02,
422,-7.04e+00,-5.80e-02,
423,-6.88e+00,-6.00e-02,
424,-7.04e+00,-6.00e-02,
425,-6.88e+00,-5.60e-02,
426,-7.04e+00,-6.00e-02,
427,-6.88e+00,-5.60e-02,
428,-7.04e+00,-5.80e-02,
429,-6.88e+00,-5.20e-02,
430,-7.04e+00,-5.60e-02,
431,-6.88e+00,-5.00e-02,
432,-6.96e+00,-5.40e-02,
433,-6.88e+00,-5.00e-02,
434,-6.96e+00,-5.20e-02,
435,-6.88e+00,-4.80e-02,
436,-6.96e+00,-4.80e-02,
437,-6.88e+00,-5.20e-02,
438,-6.96e+00,-5.00e-02,
439,-6.88e+00,-4.60e-02,
440,-6.96e+00,-4.80e-02,
441,-6.88e+00,-4.20e-02,
442,-6.96e+00,-4.20e-02,
443,-6.80e+00,-4.80e-02,
444,-6.96e+00,-4.40e-02,
445,-6.80e+00,-4.00e-02,
446,-6.80e+00,-4.20e-02,
